hit_count,greek,english
5197,οθόνη,screen
5197,νομιζω,I think so
5195,λυπάσαι,you are sorry
5194,ανόητη,stupid
5193,φτάνουν,they are reaching
5192,δυτικά,west
5190,βαρύ,heavy
5187,φτιάχνω,make
5187,φέρουν,carry
5183,γέλια,laughs
5179,λευκός,white
5177,σταμάτησα,I stopped
5176,στάδιο,stage
5174,φέρνεις,you bring
5173,μουσείο,museum
5169,λαν,Lan
5167,μπρους,Bruce
5164,αξίζουν,deserve it
5163,υπουργείο,ministry
5163,πάσα,pass
5162,εξηγεί,explains
5162,εύκολη,easy
5159,χορός,dance
5157,έλαβα,I have received
5150,τζόρνταν,Jordan
5146,λάβει,receiving
5145,έμεινα,I stayed
5145,εξωτερικό,abroad
5140,κλαίει,cries
5137,υπόλοιπους,others
5135,ουάσιγκτον,Washington
5134,φωνάζουν,they shout
5132,πέφτουν,fall
5132,σκότωνε,was killing
5132,μπλούζα,blouse
5131,εμπιστευτώ,trust
5131,χειροπέδες,handcuffs
5128,θερμοκρασία,temperature
5127,φίλου,friendly
5125,me,me
5124,πέτρες,stones
5124,κοιτα,Look
5123,καφές,coffee
5118,βινς,Vinces
5113,κατανοητό,understandable
5112,ασυνήθιστο,abnormality
5109,καταραμένο,cursed
5105,προσβολή,attack
5103,πείσω,persuade
5103,καθαρός,net
5101,σεξουαλική,sexual
5095,γεννήθηκα,I was born
5094,αρκούδα,bear
5093,απασχολημένη,busy
5091,όλιβερ,Oliver
5089,κατα,against
5086,βασίλειο,Kingdom
5082,ντένις,Dennis
5081,μαλάκες,cowardice
5081,χιόνι,snow
5080,πόσους,how many
5080,κεφάλαιο,capital
5079,μπλέξει,tangled
5076,φροντίσει,take care
5076,ενδιαφέρομαι,I am interested
5075,κανονίσει,arrange
5074,έμενε,stayed
5071,φράνσις,Francis
5069,μάζεψε,gathered
5067,σάς,your
5066,υπεύθυνη,responsible
5065,αηδία,disgust
5061,επρόκειτο,was going
5061,κάλυψη,cover
5058,γουστάρω,enjoy
5057,πυροβόλησαν,fired
5056,κοιτάω,look
5055,κόψει,cut off
5055,gonna,gonna
5053,πουτάνα,whore
5053,παρακολουθούν,watch
5053,ρώτησες,you asked
5050,πάψε,stop
5048,προαίσθημα,foreboding
5040,πληγή,wound
5038,κουίν,Quinn
5038,νταγκ,Dug
5033,ψεύτης,liar
5031,ολίβια,Olivia
5027,ταιριάζουν,Pair
5026,απόλυτη,absolute
5022,κατηγορείς,accusation
5022,καζίνο,casino
5020,χρησιμοποιώ,I am using
5019,ανατολικά,east
5015,οδηγό,driver
5012,σάλι,shawl
5012,πρόσκληση,invitation
5007,συνηθισμένο,usual
5005,έψαχνε,searched
5003,όπλων,arms
5002,κακοί,bad
5002,μπεθ,Beth
5001,διαγωνισμό,contest
5001,κόκκινη,red
5000,αυτί,ear
4998,βόμβες,bombs
4990,υποτίτλων,subtitle
4989,πρόβα,rehearsal
4989,περιπτώσεις,cases
4988,πουλήσω,I sell
4987,επέστρεψα,I returned
4987,εχθές,yesterday
4984,χτυπάς,hit
4981,πετάς,fly
4980,κατέστρεψε,destroyed
4979,δώδεκα,twelve
4979,υόρκης,York
4979,κέισι,Casey
4978,καθρέφτη,mirror
4978,μπόρεσε,was able to
4977,ζήσουμε,We live
4975,έπιασες,you caught
4975,σκάφη,trough
4975,πιασα,cautious
4975,κανονικό,normal
4975,φίλιπ,Philip
4975,κοιμήσου,sleep
4974,διάσημος,famous
4972,γελάς,you laugh
4971,ς,f
4968,πές,tell
4967,παντρεμένοι,married
4966,αληθεια,truth
4962,στίβεν,Steven
4958,εργαλεία,tools
4957,κέικ,cake
4954,γκόρντον,Gordon
4952,κοιλιά,belly
4950,ανν,Ann
4944,μοιάζω,look like
4943,ξεχωριστό,special
4941,σαλόνι,living room
4937,συναυλία,concert
4933,αλλάξουν,change
4932,νεύρα,nerves
4928,κέλι,cell
4928,επίδειξη,demonstration
4927,τρελάθηκες,are you out of your mind
4927,μάθε,learn
4926,γυναικών,women's
4924,πήγαινες,you were going
4923,μπραντ,Brad
4923,θυμήθηκα,I remembered
4922,εννοεί,means
4919,μήνυση,complaint
4919,ρόμπιν,Robin
4918,περνάμε,We pass
4916,φιλ,bishop
4915,λαός,people
4910,μάγκα,dude
4910,γκάρι,Gary
4908,ποδόσφαιρο,football
4906,άλλαξαν,changed
4905,πετάξεις,fly
4904,παράξενη,strangeness
4902,κα.,Mrs.
4897,βαθμούς,grades
4895,τοντ,Todd
4894,νικήσει,defeat
4892,γρήγορη,fast
4892,τηλεφωνήσει,call
4892,βλακεία,stupidity
4891,σταματάς,you stop
4886,συναγερμός,alarm
4886,προηγούμενο,precedent
4886,έλειπε,was missing
4885,ανοίξουμε,open
4884,χώμα,soil
4884,πρώτοι,first
4883,ηρθε,he came
4882,επισκέπτες,visitors
4881,μες,in
4875,καθ,pervasion
4873,μεγαλώσει,grown
4872,αγαπάμε,love me
4871,δημοσιογράφος,journalist
4869,ωστε,in order that
4869,νοιάζεσαι,you care
4869,βαθμό,grade
4867,βίνσεντ,Vincent
4866,ανέβα,go up
4865,συγκρότημα,complex
4865,δεχτεί,accept
4861,ησουν,you were
4860,χρονια,YEAR
4855,λου,lou
4855,στείλουν,they send
4848,πυροβολήσω,shoot
4845,αυτοκτόνησε,committed suicide
4845,νόμου,law
4844,τούνελ,tunnel
4844,τέρι,Terry
4843,κάλεσες,you called
4843,τζέιμι,Jamie
4842,όριο,limit
4842,ευθεία,straight
4840,ομιλία,speaking
4837,αργήσω,delay
4835,κλοπή,theft
4835,δάχτυλο,finger
4835,επέμβαση,intervention
4834,γνώρισες,met
4832,πουλήσει,sell
4828,πάρκινγκ,parking
4827,ντέιβις,Davis
4819,καλο,good
4815,γκραντ,grad
4813,έλεγχος,control
4812,ξεπεράσει,overcome
4808,ζόμπι,zombie
4808,επίπεδα,flat
4807,πλήθος,host
4806,άμεση,direct
4805,λιζ,Liz
4805,συντομότερο,soon
4803,επιθεωρητής,inspector
4803,ανάγκης,need
4803,προστατεύει,protects
4798,ατμόσφαιρα,atmosphere
4797,επίσημα,officially
4797,εξακολουθεί,still
4796,ίδιες,themselves
4796,αηδιαστικό,disgusting
4794,σκότωσέ,killed
4794,ερχόμουν,I was coming
4793,φρικτό,horrible
4791,αδυναμία,weakness
4788,κλείσουμε,close
4787,διοικητή,commander
4786,γκρεγκ,Greg
4786,μπράντον,Brandon
4786,γλυκός,sweet
4784,ψάξε,look for
4784,όργανα,instruments
4784,πέρνα,drop by
4782,καλέστε,call
4782,νταμ,DAM
4780,παραμείνει,remaining
4778,ζωντανά,live
4777,ακρόαση,hearing
4773,πίστεψα,I believed
4772,λιμάνι,port
4772,φορέσω,wear
4772,κοιμήθηκες,You slept
4771,τζίνι,genie
4763,ελπίδες,hopes
4761,άφηνα,let
4760,σιχαίνομαι,hate
4760,τρέχεις,run
4760,σάρλοτ,Charlotte
4759,κέιτι,Katie
4759,σακάκι,jacket
4759,πρίγκιπα,prince
4756,κοινή,common
4755,χαίρω,rejoice
4748,εμφανίζεται,shows up
4744,όσκαρ,Oscar
4739,νικ.,Nick.
4739,έτος,year
4738,χίτλερ,Hitler
4738,κανά,cann
4738,τιμ,honor
4736,μάτσο,bump
4735,νοιάζομαι,I care
4735,διαμάντια,diamonds
4734,φτάσουν,arrive
4734,βοηθό,assistant
4733,δασκάλα,teacher
4731,μίλερ,Miller
4723,τελειώσουν,finish
4720,γνωριστήκαμε,we met
4716,καταστρέψεις,destroying
4715,ανάκριση,interrogation
4713,επικοινωνία,Contact
4710,σκάλα,staircase
4710,έρωτας,love
4709,διπλό,double
4707,μήκος,length
4707,φράνκι,Frank
4706,εγκληματίες,criminals
4701,σκοτώνουν,kill
4700,τζέσικα,Jessica
4697,συγκεκριμένα,specifically
4695,συνταγή,recipe
4692,έλιοτ,Eliot
4690,τηλεφωνήσεις,calls
4689,υπόψη,into account
4688,ξεκάθαρα,clearly
4688,νίνα,Nina
4687,υ,Y
4683,φίδι,snake
4679,φέρ,beer
4678,υποσχέσου,promise
4677,μπέιζμπολ,baseball
4676,προστατέψω,protect
4675,μπότες,boots
4673,αποτελεί,constitutes
4673,συμφωνείς,Do you agree
4671,σάρκα,flesh
4670,υπαστυνόμε,we are underway
4670,ανάμεσά,between
4670,τρέξτε,run
4670,έλεγξε,checked
4668,βίκτορ,Victor
4664,ποιοί,who
4663,ευτυχισμένοι,happy
4661,ντρέπομαι,I am ashamed
4661,πύργο,tower
4658,ιταλία,Italy
4657,φόνους,murder
4657,αστείος,funny
4657,άλλοθι,alibi
4657,ευτυχισμένο,happy
4656,κοιτάζει,she is looking
4654,χριστός,Christ
4652,απαγωγή,abduction
4652,χιούμορ,humour
4651,συζητήσω,discuss
4650,κλείστε,shut down
4650,επανάσταση,revolution
4649,πιστέψτε,Believe
4641,τέταρτο,quarter
4640,γκας,gwo
4639,βγουν,they go out
4639,γυμναστήριο,gym
4637,λίγους,few
4634,δεί,show
4634,προέρχεται,comes from
4632,υποφέρει,suffered
4628,αδέλφια,brothers
4627,αμάξια,car
4626,στρατού,army
4625,πολύτιμο,valuable
4624,ωραια,nice
4620,κυρά,lady
4619,έφαγες,did you eat
4617,επίτηδες,on purpose
4616,αποκαλείς,call
4616,ακούσουν,they hear
4615,θεωρεί,considers
4615,κρύβει,hides
4615,πρίγκιπας,prince
4613,μπρος,forward
4611,σώματος,body
4610,γνώριζα,I knew
4610,κόρες,daughters
4608,αποτυχία,failure
4607,τρελοί,crazy
4607,χρήσιμο,usefulness
4607,υγρό,liquid
4606,θεε,GOD
4602,σχολείου,school
4600,αντέξω,withstand
4599,δαίμονες,demons
4599,βοήθησες,You helped
4597,γυρίζει,turns
4597,ολο,all
4595,john,John
4595,δεύτερος,second
4594,mε,with
4591,οργάνωση,organization
4591,ψυχές,souls
4590,αθώα,innocent
4588,γεμάτος,full
4587,κάτσεις,situations
4587,στέκεσαι,you stand
4586,συνηθίσει,get used to
4586,σωστός,right
4583,έννοια,sense
4581,πληροφοριών,information
4581,ίδρυμα,institution
4577,κατασκήνωση,camp
4576,επαναλαμβάνω,repeat
4575,ινδία,India
4574,πρόκληση,challenge
4574,έ,e
4574,τριάντα,thirty
4573,δείς,see
4571,απαγορεύεται,is forbidden
4571,κοινότητα,community
4570,αμέ,amen
4567,πυροβολήσεις,shootings
4566,σκάσει,burst
4565,κρατά,holds
4564,τος,tho
4564,γιέ,son
4563,υπηρεσίας,service
4563,πέτυχε,succeeded
4561,ανάποδα,upside down
4561,φέρνω,I bring
4560,ακριβό,expensive
4559,σκοτωθεί,was killed
4558,επόμενες,subsequent
4557,ραδιόφωνο,radio
4556,δύναμή,power
4556,αναφέρεις,you mention
4555,ετοιμάσου,get ready
4553,δοκιμάσει,tried
4552,κουνηθείς,shake
4551,κλείνει,closes
4549,κρατάμε,hold me
4548,κόστος,cost
4547,παιδική,childish
4544,κότσια,gut
4543,άρχοντα,lord
4542,κατοχή,occupation
4541,τετάρτη,Wednesday
4541,έργα,works
4538,χλόη,grass
4536,καταλάβετε,understand
4535,προ,pre
4535,διοίκηση,administration
4533,that,that
4530,μπισκότα,cookies
4529,εγκεφάλου,brain
4528,υπερβολική,excessive
4527,προδοσία,betrayal
4526,πλάι,sideways
4525,δίνουμε,we give
4525,σπένσερ,Spencer
4524,πλούσια,rich
4522,ξύπνιος,awake
4518,δικαιοσύνης,justice
4517,υπάλληλος,employee
4516,προέδρου,president
4511,ξεκίνησα,I started
4511,ανακαλύψει,discovered
4511,γόνατα,knees
4509,πρόθεση,intention
4507,ξερα,reef
4506,δεύτερον,Secondly
4506,βλάψει,harm
4505,διαδίκτυο,Internet
4505,περίπλοκο,complexity
4502,μπαρτ,bart
4500,ειπε,he said
4499,χρέος,debt
4498,προτιμάς,do you prefer
4497,κατέληξε,concluded
4497,θλίψη,affliction
4496,άλλαξες,changed
4495,στρατιωτική,military
4494,κοιμήθηκα,I slept
4492,φοίβη,Phoebe
4491,φωτός,light
4491,σταθείτε,stand
4491,φόρμα,form
4490,αποκαλούν,they call
4489,εύα,Eva
4488,στροφή,turn
4488,τίτλο,title
4488,μόλι,molf
4485,σάλτσα,sauce
4485,ζήτα,Zita
4484,πούτσο,dick
4484,μάρθα,Martha
4483,υγείας,health
4483,επιτρέπει,allows
4483,γάτες,cats
4483,ντρέπεσαι,you are ashamed
4480,γουίλσον,Wilson
4480,γίνομαι,become
4480,έξοδα,expenses
4479,ρεπό,day off
4479,πιάτα,dishes
4476,ζωη,Zoe
4475,φύλακας,guardian
4474,ευγενική,kind
4470,αντέξει,resist
4470,παντρεύτηκε,married
4465,ζόρι,force
4464,ενδιαφέρεσαι,are you interested
4463,παίρνετε,you take
4462,αιώνες,centuries
4461,ελένα,Elena
4452,κοινωνική,social
4452,ονομάζομαι,name
4451,καρδιές,hearts
4450,παρακολούθηση,monitoring
4450,εξοχότατε,exterminate
4449,νίκι,Nick
4449,ξεχάσουμε,forget about
4449,εμπορικό,commercial
4449,dr,dr
4448,μαϊάμι,Miami
4447,κτήριο,building
4446,δεκαετία,decade
4444,μανούλα,Mommy
4444,μιλούσαμε,We were talking
4442,σταματάει,stops
4442,πίστευες,believe
4441,προαγωγή,promotion
4439,κωδικός,code
4439,αγωγή,treatment
4438,πήγατε,you went
4437,βαρετό,boring
4436,φροντίζει,takes care
4435,δόλωμα,bait
4435,ακούγεσαι,You hear
4434,μερα,day
4434,αδερφές,sisters
4433,πληρώνουν,pay
4433,ωκεανό,ocean
4429,τριών,three
4428,κοσμήματα,jewelry
4425,τρίχες,bristles
4425,χαλάσει,spoiled
4425,πιείτε,Drink
4423,ένδειξη,indication
4422,παρόλα,although
4422,θυσία,sacrifice
4421,ανταλλαγή,exchange
4418,ράσελ,Russell
4418,εκλογές,elections
4417,θεοί,gods
4414,έβγαλες,you took out
4413,καλέσεις,calls
4413,ναυτικό,Navy
4411,e-mail,e-mail
4411,μισθό,salary
4411,δάσκαλε,teacher
4410,τζες,jesh
4410,l,l
4409,θελεις,You want
4408,καθαρίσει,cleaned
4407,λευκή,poplar
4406,τζένι,Jenny
4404,κλουβί,cage
4404,ακούσαμε,We heard
4404,μαθαίνω,I'm learning
4404,καπετάνιος,captain
4402,σκέφτεστε,you think
4402,όνειρά,dreams
4401,εταιρείας,corporation
4399,αύξηση,increase
4398,μπαμπάκα,daddy
4398,σημαία,flag
4397,νταντά,nanny
4396,διάβολος,devil
4395,άγνωστο,unknown
4395,άγγελος,angel
4394,καταστρέψω,destroy
4393,αγοράκι,baby boy
4392,ρίχνει,throws
4390,επιτρέψω,allow
4388,ιδιωτικό,private
4388,λειτουργούν,operate
4386,θεούλη,goodness
4385,συνταγματάρχης,colonel
4383,τρώμε,we eat
4381,καυτή,hot
4380,πήγαιναν,were going
4377,γαλλικά,French
4377,αξίζεις,you deserve
4376,παν,Pan
4374,μπάντα,band
4373,ιερό,sanctuary
4371,αριθμούς,numbers
4371,καταστραφεί,destroyed
4370,χρηματοκιβώτιο,safe
4367,άλλαξα,changed
4367,αρχίζουν,they start
4367,έκλεψα,I stole
4365,γαμάτο,gam
4365,παράλογο,irrational
4363,λατρεύει,she loves
4362,χαμένη,lost
4362,πόλεις,cities
4359,ουσιαστικά,nouns
4359,συμφωνήσαμε,We agreed
4357,σχήμα,shape
4357,ενοχλώ,bother
4355,χόρτο,grass
4354,εισαγγελέας,prosecutor
4351,προμήθειες,supplies
4347,τοίχους,walls
4346,δοκιμή,test
4345,συζητήσεις,discussion
4344,έβλεπες,you were seeing
4344,θάλαμο,chamber
4342,υπολοχαγέ,lieutenant
4342,παραδέχομαι,I admit
4341,υποθέσουμε,we assume
4340,έκφραση,expression
4340,βλέποντας,seeing
4339,ευχάριστη,pleasant
4336,αναζήτηση,search
4335,μαθηματικά,mathematics
4335,έμειναν,were left
4335,on,on
4334,περιοχές,areas
4332,πέστε,fuck
4331,γίνε,become
4330,αηδίες,nonsense
4330,δουλέψουμε,We work
4330,μαρί,Marie
4327,νούμερα,numbers
4326,άρεσαν,they liked
4326,βιαστείτε,hurry
4326,κατέβασε,got down
4325,κατηγορώ,blame
4325,ακουστά,heard
4324,γερμανοί,German
4323,ρομαντικό,romantic
4323,ά,a
4323,αστυνόμος,police officer
4323,βρισκόταν,it was
4322,κατω,below
4321,aυτό,this
4319,μεχρι,until
4318,αδύναμος,weak
4314,κοιτάτε,you are looking at
4313,τρομερά,terribly
4311,απόλυτο,absolute
4311,ευρώ,euro
4308,σκέφτονται,thinking
4307,πεπρωμένο,destiny
4307,καλλιτέχνης,artist
4305,έγραψες,you wrote
4305,συνταγματάρχα,constitution
4304,μπο,boo
4303,εσώρουχα,underwear
4302,έχοντας,having
4302,δίνετε,you give
4301,λεγα,LEGA
4301,λη,l
4301,δον,Don
4300,γάντια,gloves
4300,βρώ,bug
4297,ζόι,zoe
4295,χειμώνα,winter
4295,μάγος,magician
4293,μαλακό,soft
4292,ώμο,shoulder
4291,έκοψε,cut off
4289,όρο,condition
4289,ρωτήσει,ask
4288,ρον,Ron
4287,εξάσκηση,practice
4286,εμπόδιο,obstacle
4286,κόουλ,cow
4285,στέλνω,I send
4285,ερχόσουν,they come
4285,προχωρήστε,proceed
4285,αρχίσαμε,We started
4284,ψάξει,searched
4284,κατάσκοπος,spy
4283,ξεφύγεις,you escape
4283,οικογενειακή,family
4282,επιρροή,influence
4277,κύμα,wave
4277,τζόναθαν,Jonathan
4270,ριντ,Reed
4268,σκεφτόσουν,think
4267,εφιάλτης,nightmare
4265,my,my
4263,γραμματέας,secretary
4260,σκοτώθηκαν,were killed
4259,άδειά,permission
4258,στρατηγό,general
4257,ισχυρό,strong
4255,ουτε,neither
4253,πιάνο,piano
4253,συζητάμε,we discuss
4252,πουλάει,is selling
4251,κανονική,normal
4251,αγενής,rude
4250,γενναίος,brave
4248,συγκέντρωση,concentration
4247,μοναξιά,loneliness
4247,κόψεις,cuts
4247,μόνον,just
4244,κώμα,coma
4242,μπαίνω,enter
4242,επιστολή,letter
4240,ακούμε,We hear
4239,ρίξτε,drop
4238,έπεσαν,they fell
4237,γυμνάσιο,high school
4236,πέσω,fall
4236,παίξε,play
4234,μπύρες,beers
4233,ίσα,equal
4233,δείγματα,samples
4230,βοηθάω,help
4230,άργησες,you are late
4228,ενδείξεις,indications
4228,αναγνώριση,recognition
4227,βάλετε,you put
4225,ξύπνησε,woke up
4224,δυνατότητα,ability
4223,στυλό,pen
4221,ντύλαν,Dylan
4217,εμμονή,persistence
4217,κρανίο,skull
4217,ξενοδοχείου,hotel
4217,πρόθυμος,willing
4216,κάθισμα,seat
4216,κοιτάει,she looks
4215,πανω,over
4214,ακτίνα,Ray
4213,οπτική,visual
4213,χάρολντ,Harold
4211,σηκωθείτε,get up
4208,βοήθησα,I helped
4207,τζένιφερ,Jennifer
4207,γρήγορος,fast
4206,αμερικής,American
4206,συνέβησαν,they happened
4204,έκλεψαν,they stole
4202,σημαντικός,significant
4202,στέκεται,stands
4201,μεγαλώνει,grows up
4201,πέιτζ,Page
4200,κλόουν,clown
4200,τηλεφωνήματα,phone calls
4199,στοιχηματίζω,I bet
4199,οφείλω,owe
4196,αρέσω,like
4193,δάκρυα,tears
4192,δεδομένου,given
4192,πέσεις,fall
4187,κινδυνεύει,is in danger
4186,οδός,street
4185,φέρεται,behaves
4184,χε,X e
4183,μαντάμ,madam
4182,ελέγχω,I check
4182,λιγότερα,less
4181,σιγουρευτώ,cure
4179,μμμ,MMM
4179,απίστευτη,incredible
4178,ανατολή,East
4177,καίει,burn
4177,λοχαγός,captain
4174,επικίνδυνα,dangerously
4174,ααα,AAA
4172,δειλός,Coward
4172,φοβάστε,are you afraid
4172,αστυνομικούς,police officers
4171,τίμημα,price
4171,ποιους,who
4171,δείχνω,I show
4171,κοστίσει,cost
4170,χορέψουμε,We dance
4170,μπελ,Bell
4170,χαμένο,lost
4168,νευρικός,nervous
4166,μάιλς,Miles
4165,ελέγξει,control
4165,καθάρματα,bumps
4165,τεχνική,technique
4163,κρέμα,cream
4163,χάρις,grace
4163,τήν,her
4163,σοβαρός,serious
4162,πείραμα,experiment
4161,κατάστασή,condition
4161,ξεκάθαρο,clear
4161,μέγκαν,Megan
4160,απαντήσει,reply
4158,παρακολουθείς,you watch
4158,νο,NO
4158,ελπίζουμε,we hope
4156,προσέλαβε,hired
4154,πρόποση,toast
4154,κόνορ,connoor
4153,κολλέγιο,college
4153,άλλωστε,After all
4153,καταστάσεις,situations
4152,ειχε,he had
4151,πέρασμα,passage
4151,συγχώρεσέ,forgive
4151,μεγαλύτερα,older
4149,βράδια,night
4149,ασ,as
4148,σταματήσετε,stop
4148,φτιάχνεις,you make
4147,ρωσία,Russia
4146,τακτοποιήσω,trim
4145,τρομερή,terrible
4143,πυρά,pyre
4142,περιγραφή,description
4141,μπαίνουν,they are coming in
4141,φροντίζω,looking after
4140,αντίθετα,contrary to
4139,φυσιολογικά,normally
4138,ασύρματο,wireless
4138,πιλότος,pilot
4137,πληγές,wounds
4134,καλώ,call
4132,πυροβολήσει,shoot
4130,διάβασες,read
4130,πάσο,fold
4128,χρόνων,years
4127,ειπα,I said
4127,σκοτώστε,kill
4127,πλανήτης,planet
4127,δημιούργησε,created
4125,οικογενειακό,family
4125,τραβήξει,shoot
4125,τηλεφώνησέ,call
4123,πιστός,faithful
4122,εαν,if
4121,νομίζαμε,We thought
4121,χάλι,carpet
4118,ήρωα,hero
4118,προπόνηση,training
4116,ιό,virus
4113,δύση,West
4112,στης,in
4112,καταλάβουμε,We understand
4111,αποδείξει,prove
4110,κρύβεις,you hide
4110,ένταση,intensity
4110,ισχυρή,powerful
4109,σκοτεινά,dark
4109,κας,Mrs.
4106,φανταστείς,imagined
4105,πάτο,bottom
4103,όνειρό,dream
4102,ρόι,Roy
4101,τέτοιου,such
4100,μέτωπο,forehead
4097,ξανασυμβεί,occurs again
4097,έκλεισα,closed
4096,άστο,abnorm
4095,έτυχε,happened
4094,εϊ,ei
4091,ναό,temple
4090,ακούστηκε,heard
4087,χιλ,thousand
4087,τρόποι,ways
4085,ξεκινήσεις,launch
4082,δολοφονίας,murder
4082,μόνικα,Monica
4082,υπάρξουν,exist
4081,άσπρο,White
4081,ρισκάρω,risk
4079,κλειστά,closed
4079,εγκληματίας,criminal
4077,ξανθιά,blonde
4076,χέιλι,lip
4075,μιλά,speak
4075,δύσκολες,difficult
4073,βγάζουν,they take off
4073,παρατήσεις,appearances
4072,δεύτερα,Monday
4070,εκπλήσσομαι,I am surprised
4070,ω.,Oh.
4069,πίτα,pie
4068,προειδοποιώ,warn
4066,πενήντα,fifty
4066,μάθιου,Matthew
4065,δαίμονας,demon
4065,είδηση,news
4065,σκοτεινό,dark
4064,συμπαθεί,likes
4064,ένωση,join
4064,κόλλησε,got stuck
4063,άνταμ,Adam
4061,επίσημη,formal
4061,κλέβει,steals
4060,συγκεκριμένη,specific
4057,χορού,dance
4057,νικητής,winner
4055,απλός,simple
4054,βάλτο,swamp
4054,βγήκαν,they came out
4053,εργάτες,workers
4053,σακούλα,bag
4052,σι,si
4051,φάνε,eat
4048,γυναικα,woman
4043,άντι,instead
4042,κεντρικό,central
4041,πηγές,sources
4041,άβολα,uncomfortable
4040,βεβαιωθώ,assure
4038,δημιουργήσει,generate
4038,χρονικό,timing
4035,διορθώσω,correct
4035,πρόσεξα,watched
4035,σπηλιά,cave
4034,έσωσα,I saved
4034,ελέγξεις,checks
4032,έλεγξα,I checked
4032,νιώσει,feel
4032,ιδιοκτησία,property
4030,όραμα,vision
4024,έφτιαξες,you made
4023,ήμουνα,I was
4023,ολη,all
4022,απόπειρα,attempt
4022,γερουσιαστή,senator
4022,αμαρτίες,sins
4021,ρθω,come
4020,νόμισα,I thought
4019,τόμπι,Toby
4018,χάρπερ,Harper
4018,ιερέας,priest
4018,σύμβολο,symbol
4018,απαραίτητα,necessary
4017,διοικητά,commander
4017,διαβάζει,reads
4016,νομική,legal
4015,ρεκόρ,record
4014,σκοτεινή,dark
4012,διαφήμιση,advertising
4010,τράβις,Travis
4009,γραφείου,office
4007,εξαιρετικό,excellent
4005,ανάθεμα,damn it
4002,πώληση,sale
4001,ράιλι,rally
4000,κανουμε,doing
4000,ιδιαιτέρως,particularly
3999,νόμους,laws
3999,κάλτσες,socks
3998,αρχίσουν,start
3998,κακές,bad
3993,χρησιμοποιώντας,using
3993,ίαν,Jan
3993,φόρα,time
3992,επιθέσεις,attacks
3991,υπεύθυνο,responsible
3990,ερχεται,comes
3988,περιπέτεια,adventure
3987,ξεκίνησαν,They started
3986,ήπια,mild
3986,τραύματα,wounds
3985,ρίτα,Rita
3985,στέγη,roof
3981,μπάρμπαρα,barbar
3981,οποίες,which
3980,ακολουθήσει,follow
3979,άσκηση,excercise
3979,ανθρωπότητα,humanity
3978,οδηγείς,driving
3973,ακολουθήσω,follow
3971,βέρα,wedding ring
3970,ενημέρωση,update
3969,προσευχή,prayer
3969,ψάρεμα,fishing
3968,εαυτού,self
3968,αποφασίσεις,decide
3968,πλούσιοι,rich
3967,έκδοση,version
3967,καταστράφηκε,was destroyed
3966,μαγικά,magically
3966,ακολουθούν,follow
3963,φορα,time
3962,διαλέξεις,choose
3962,γνώρισε,met
3961,κάρι,curry
3961,αντιμετωπίσω,come up with
3958,ισχύ,power
3955,πυρετό,fever
3954,καρδιακή,cardiac
3954,μαθαίνεις,you learn
3951,εκανε,He made
3951,εντός,within
3948,μάρκο,mark
3948,ταξίδια,trips
3948,περιέχει,contains
3948,πούλησε,sold
3947,ηλικίας,age
3947,ξεχωριστή,special
3946,σόφι,Sophie
3946,κουτιά,boxes
3946,ύπνος,sleep
3945,φοβερός,fearful
3945,αμαρτία,sin
3943,πε,pee
3941,μητρώο,register
3939,γιανγκ,yang
3939,κόκκινα,Red
3939,αξίας,worth
3938,παρατήσω,quit
3937,ακριβά,dearly
3935,τηλεφώνησες,you called
3932,αφήνουμε,we leave
3932,έρχεστε,come
3930,ψάχνοντας,looking for
3930,τρέχουν,are running
3929,φρέσκο,fresh
3929,σκασμό,bump
3927,πλευρές,sides
3925,διακόπτω,abort
3924,απομείνει,is left
3923,φρουροί,guards
3918,ρίχνεις,you throw
3918,υποσχέθηκε,promised
3917,συναγερμό,alarm
3917,στρατηγική,strategy
3915,όλον,all
3915,ντουλάπι,cabinet
3909,βλάβη,damage
3908,περίφημα,famous
3906,ιατρικό,medical
3905,λείψει,missing
3904,παραγωγή,production
3904,μιλούν,they speak
3903,αντιμετωπίσει,face up
3903,βραδινό,dinner
3902,φάτσα,face
3902,λόφο,hill
3902,βγάλουν,they take out
3901,γκρέι,gray
3901,μεγάλοι,big
3901,αντιμετωπίσουμε,We deal with
3899,τρομοκράτες,terrorists
3898,έθνος,nation
3897,πλεονέκτημα,advantage
3896,φρικιό,freak
3896,επιστήμονες,scientists
3895,ωραίες,Nice
3893,χάπι,pill
3893,στείλτε,send
3892,επέστρεψες,you are back
3892,ειχα,I used to have
3891,καλύψει,cover
3891,αυτον,him
3891,e,e
3890,κλέφτες,thieves
3889,μάργκαρετ,Margaret
3888,ήρωες,heroes
3885,ακολουθείς,follow
3885,ανήκεις,you belong to
3884,χρειαστείτε,you need
3884,αγίου,saint
3878,ιδιωτική,private
3877,διαρροή,leakage
3876,νοιώθεις,feel
3875,αέριο,gas
3874,φρανσίσκο,Francisco
3874,καίγεται,on fire
3874,εργάζεται,he works
3873,λίσα,lissa
3872,όμορφες,beautiful
3872,σκανδάλη,trigger
3872,τζούνιορ,junior
3872,κοιλάδα,valley
3871,ανάγκες,Needs
3866,νύχτας,night
3865,λέγομαι,my name is
3865,ξυπνήσεις,awakening
3865,ηρθα,come
3864,χουμε,WE
3863,εκραγεί,explode
3862,αιώνια,eternal
3859,αγγίξεις,touch
